ID_client;name;cluster;ID_sector;phone;email;register_date;zipcode;state;city;No;street;visit_day
75001-029;Technologic Solutions 021;D;106;+001 750 844-2968;Technologic_Solutions_021@outlook.com;2013-04-14;75001;TX; Dallas;436;11th St;1,0
75001-030;Father And Sons Company 007;D;106;+001 750 404-8555;Father_And_Sons_Company_007@outlook.com;2020-10-24;75001;TX; Dallas;437;Main St;2,0
75001-031;Computer S.A 075;C;106;+001 750 990-8367;Computer_S.A_075@gmail.com.br;2006-11-16;75001;TX; Dallas;462;North St;3,0
75001-032;Beta Company 037;A;106;+001 750 377-8983;Beta_Company_037@outlook.com;2019-04-12;75001;TX; Dallas;471;2nd St;4,0
75001-033;Technologic Corporation 010;D;106;+001 750 862-3783;Technologic_Corporation_010@gmail.com.br;2012-03-26;75001;TX; Dallas;473;8th St;5,0
75001-034;Digital Tech 037;D;106;+001 750 169-7938;Digital_Tech_037@outlook.com;2020-12-16;75001;TX; Dallas;473;Adams St;6,0
75001-035;High Tech Techno 073;D;106;+001 750 344-1777;High_Tech_Techno_073@outlook.com;2004-03-31;75001;TX; Dallas;474;2nd St;7,0
75001-036;Digital Company 032;D;106;+001 750 864-9205;Digital_Company_032@outlook.com;2018-03-19;75001;TX; Dallas;482;Walnut St;1,0
75001-037;Essential Corporation 002;D;106;+001 750 481-2963;Essential_Corporation_002@outlook.com;2007-01-12;75001;TX; Dallas;505;Ridge St;2,0
75001-038;Essential Solutions 100;A;106;+001 750 346-3335;Essential_Solutions_100@outlook.com;2020-09-26;75001;TX; Dallas;526;Wilson St;3,0
75001-039;Technologic S.A 049;D;106;+001 750 358-1602;Technologic_S.A_049@gmail.com.br;2002-12-07;75001;TX; Dallas;532;Lincoln St;4,0
75001-040;Essential S.A 062;C;106;+001 750 270-3904;Essential_S.A_062@outlook.com;2018-04-12;75001;TX; Dallas;535;Main St;5,0
75001-041;Genius Inc. 100;C;106;+001 750 379-5402;Genius_Inc._100@outlook.com;2006-02-28;75001;TX; Dallas;553;West St;6,0
75001-042;Alpha Tech 059;D;106;+001 750 866-4691;Alpha_Tech_059@outlook.com;2019-04-27;75001;TX; Dallas;565;Washington St;7,0
75001-043;Computer S.A 093;D;106;+001 750 306-5852;Computer_S.A_093@outlook.com;2001-02-01;75001;TX; Dallas;565;West St;1,0
75001-044;Father And Sons Electronics 012;B;106;+001 750 480-5818;Father_And_Sons_Electronics_012@outlook.com;2016-08-30;75001;TX; Dallas;567;4th St;2,0
75001-045;Father And Sons Store 030;D;106;+001 750 946-4004;Father_And_Sons_Store_030@outlook.com;2004-07-05;75001;TX; Dallas;577;Elm St;3,0
75001-046;High Tech Company 060;D;106;+001 750 572-3590;High_Tech_Company_060@outlook.com;2014-05-09;75001;TX; Dallas;584;Highland St;4,0
75001-047;Essential Store 057;D;106;+001 750 672-6080;Essential_Store_057@gmail.com.br;2011-07-07;75001;TX; Dallas;616;9th St;5,0
75001-048;Father And Sons Techno 070;C;106;+001 750 128-4211;Father_And_Sons_Techno_070@outlook.com;2003-01-06;75001;TX; Dallas;621;Willow St;6,0
75001-049;Beta S.A 071;D;106;+001 750 227-7651;Beta_S.A_071@outlook.com;2002-08-09;75001;TX; Dallas;629;Dogwood St;7,0
75001-050;Genius Tech 047;B;106;+001 750 554-8494;Genius_Tech_047@outlook.com;2017-03-25;75001;TX; Dallas;631;Ridge St;1,0
75001-051;Technologic Corporation 076;B;106;+001 750 863-1939;Technologic_Corporation_076@outlook.com;2007-11-01;75001;TX; Dallas;632;4th St;2,0
75001-052;Genius Solutions 060;C;106;+001 750 943-6158;Genius_Solutions_060@gmail.com.br;2005-07-26;75001;TX; Dallas;636;Jackson St;3,0
75001-053;High Tech Tech 028;D;106;+001 750 387-9984;High_Tech_Tech_028@outlook.com;2013-11-05;75001;TX; Dallas;648;Johnson St;4,0
75001-054;Father And Sons Company 002;C;106;+001 750 843-7604;Father_And_Sons_Company_002@outlook.com;2011-01-24;75001;TX; Dallas;65;Cherry St;5,0
75001-055;Digital S.A 079;D;106;+001 750 198-3647;Digital_S.A_079@outlook.com;2014-08-14;75001;TX; Dallas;654;Cedar St;6,0
75001-056;Beta Electronics 041;C;106;+001 750 908-9420;Beta_Electronics_041@outlook.com;2008-08-12;75001;TX; Dallas;673;Pine St;7,0
75001-057;Beta Solutions 027;D;106;+001 750 355-4036;Beta_Solutions_027@outlook.com;2019-03-16;75001;TX; Dallas;677;Park St;1,0
75001-058;Genius Tech 099;D;106;+001 750 278-1385;Genius_Tech_099@outlook.com;2011-07-03;75001;TX; Dallas;697;West St;2,0
75001-059;Technologic Store 006;C;106;+001 750 183-3820;Technologic_Store_006@outlook.com;2015-08-22;75001;TX; Dallas;699;11th St;3,0
75001-060;Beta Store 050;D;106;+001 750 409-6463;Beta_Store_050@outlook.com;2001-07-21;75001;TX; Dallas;703;5th St;4,0
75001-061;Computer Store 057;C;106;+001 750 788-4889;Computer_Store_057@outlook.com;2014-04-09;75001;TX; Dallas;710;Highland St;5,0
75001-062;Alpha Inc. 035;C;106;+001 750 688-2668;Alpha_Inc._035@outlook.com;2009-03-25;75001;TX; Dallas;713;9th St;6,0
75001-063;Beta Inc. 038;D;106;+001 750 665-6289;Beta_Inc._038@outlook.com;2010-09-10;75001;TX; Dallas;717;Washington St;7,0
75001-064;Genius Techno 041;D;106;+001 750 626-7526;Genius_Techno_041@gmail.com.br;2013-04-11;75001;TX; Dallas;72;7th St;1,0
75001-065;Genius Solutions 068;A;106;+001 750 827-3516;Genius_Solutions_068@outlook.com;2007-12-21;75001;TX; Dallas;721;13th St;2,0
75001-066;Essential World 098;D;106;+001 750 551-9681;Essential_World_098@outlook.com;2011-08-26;75001;TX; Dallas;728;12th St;3,0
75001-067;Alpha S.A 084;D;106;+001 750 412-2862;Alpha_S.A_084@gmail.com.br;2020-11-07;75001;TX; Dallas;740;North St;4,0
75001-068;Computer Company 003;D;106;+001 750 648-6310;Computer_Company_003@outlook.com;2018-03-12;75001;TX; Dallas;742;Maple St;5,0
75001-069;High Tech Inc. 009;D;106;+001 750 422-9857;High_Tech_Inc._009@outlook.com;2013-01-04;75001;TX; Dallas;762;Pine St;6,0
75001-070;Beta Electronics 007;D;106;+001 750 979-1859;Beta_Electronics_007@outlook.com;2000-11-02;75001;TX; Dallas;77;6th St;7,0
75001-071;Genius Store 002;D;106;+001 750 277-3200;Genius_Store_002@gmail.com.br;2007-05-15;75001;TX; Dallas;773;Meadow St;1,0
75001-072;Technologic Company 049;D;106;+001 750 800-4379;Technologic_Company_049@gmail.com.br;2001-05-17;75001;TX; Dallas;780;6th St;2,0
75001-073;Essential Techno 093;B;106;+001 750 394-4640;Essential_Techno_093@outlook.com;2015-07-27;75001;TX; Dallas;781;Lakeview St;3,0
75001-074;Computer Techno 066;D;106;+001 750 362-7475;Computer_Techno_066@outlook.com;2009-04-30;75001;TX; Dallas;8;Main St;4,0
75001-075;Technologic Electronics 043;D;106;+001 750 689-2523;Technologic_Electronics_043@outlook.com;2003-11-13;75001;TX; Dallas;814;Lake St;5,0
75001-076;Father And Sons World 026;C;106;+001 750 205-8837;Father_And_Sons_World_026@outlook.com;2003-04-04;75001;TX; Dallas;851;Pine St;6,0
75001-077;Essential Tech 054;D;106;+001 750 963-2682;Essential_Tech_054@gmail.com.br;2008-11-22;75001;TX; Dallas;867;North St;7,0
75001-078;Digital S.A 043;D;106;+001 750 309-4181;Digital_S.A_043@outlook.com;2015-04-06;75001;TX; Dallas;878;Elm St;1,0
75001-079;Technologic Electronics 018;D;106;+001 750 345-2134;Technologic_Electronics_018@gmail.com.br;2012-03-06;75001;TX; Dallas;88;Sunset St;2,0
75001-080;Beta Store 024;D;106;+001 750 622-7741;Beta_Store_024@outlook.com;2011-09-04;75001;TX; Dallas;882;12th St;3,0
75001-081;Technologic Store 065;D;106;+001 750 612-1631;Technologic_Store_065@outlook.com;2014-09-02;75001;TX; Dallas;888;6th St;4,0
75001-082;Technologic Electronics 001;C;106;+001 750 939-8703;Technologic_Electronics_001@gmail.com.br;2009-02-19;75001;TX; Dallas;897;7th St;5,0
75001-083;Essential Techno 056;B;106;+001 750 118-5974;Essential_Techno_056@outlook.com;2006-09-20;75001;TX; Dallas;90;Jefferson St;6,0
75001-084;Computer Tech 065;D;106;+001 750 759-7969;Computer_Tech_065@outlook.com;2014-05-09;75001;TX; Dallas;901;Lincoln St;7,0
75001-085;High Tech Techno 069;C;106;+001 750 381-2147;High_Tech_Techno_069@gmail.com.br;2000-12-22;75001;TX; Dallas;901;North St;1,0
75001-086;Computer Tech 015;D;106;+001 750 821-3190;Computer_Tech_015@outlook.com;2011-01-10;75001;TX; Dallas;940;11th St;2,0
75001-087;Essential Electronics 004;D;106;+001 750 384-4622;Essential_Electronics_004@gmail.com.br;2001-03-06;75001;TX; Dallas;944;Sunset St;3,0
75001-088;Technologic Store 099;D;106;+001 750 838-3024;Technologic_Store_099@gmail.com.br;2013-09-03;75001;TX; Dallas;945;Ridge St;4,0
75001-089;Father And Sons Electronics 035;D;106;+001 750 220-7063;Father_And_Sons_Electronics_035@gmail.com.br;2020-02-28;75001;TX; Dallas;960;5th St;5,0
75001-090;Essential S.A 097;D;106;+001 750 844-2818;Essential_S.A_097@outlook.com;2019-01-13;75001;TX; Dallas;965;Main St;6,0
75001-091;Computer Company 049;B;106;+001 750 794-8350;Computer_Company_049@outlook.com;2004-09-11;75001;TX; Dallas;98;Chestnut St;7,0
75001-092;Computer Electronics 001;C;106;+001 750 401-3204;Computer_Electronics_001@outlook.com;2001-09-24;75001;TX; Dallas;995;Willow St;1,0
04101-001;Father And Sons Company 017;B;107;+001 041 326-6205;Father_And_Sons_Company_017@outlook.com;2017-11-21;04101;ME; Portland;16;6th St;1,0
97035-002;Genius Solutions 016;B;108;+001 970 113-6808;Genius_Solutions_016@gmail.com.br;2017-02-01;97035;OR; Portland;17;Park St;1,0
97035-003;Digital S.A 073;C;108;+001 970 795-9637;Digital_S.A_073@outlook.com;2012-10-16;97035;OR; Portland;170;1st St;2,0
04101-004;Father And Sons Techno 083;C;107;+001 041 989-7360;Father_And_Sons_Techno_083@outlook.com;2017-02-13;04101;ME; Portland;171;Chestnut St;2,0
04101-005;Genius Store 037;D;107;+001 041 889-2732;Genius_Store_037@outlook.com;2010-03-18;04101;ME; Portland;184;Lake St;3,0
97035-006;Beta Company 049;D;108;+001 970 887-7417;Beta_Company_049@outlook.com;2000-08-18;97035;OR; Portland;206;Church St;3,0
97035-007;Digital Corporation 021;A;108;+001 970 850-1490;Digital_Corporation_021@outlook.com;2011-12-07;97035;OR; Portland;274;Sunset St;4,0
97035-008;Beta Solutions 030;C;108;+001 970 133-6570;Beta_Solutions_030@outlook.com;2000-02-15;97035;OR; Portland;308;Maple St;5,0
97035-009;Essential Inc. 012;D;108;+001 970 750-1464;Essential_Inc._012@gmail.com.br;2003-01-04;97035;OR; Portland;339;Center St;6,0
97035-010;Computer S.A 067;C;108;+001 970 890-4765;Computer_S.A_067@outlook.com;2010-10-12;97035;OR; Portland;364;Willow St;7,0
97035-011;Genius Inc. 064;D;108;+001 970 820-1099;Genius_Inc._064@outlook.com;2010-01-16;97035;OR; Portland;405;5th St;1,0
97035-012;High Tech Store 057;C;108;+001 970 246-6685;High_Tech_Store_057@outlook.com;2014-03-03;97035;OR; Portland;418;14th St;2,0
97035-013;Genius Store 004;C;108;+001 970 480-6332;Genius_Store_004@outlook.com;2019-03-01;97035;OR; Portland;45;8th St;3,0
97035-014;Father And Sons Inc. 017;D;108;+001 970 333-8707;Father_And_Sons_Inc._017@gmail.com.br;2016-03-22;97035;OR; Portland;500;South St;4,0
04101-015;Digital Company 048;C;107;+001 041 458-4730;Digital_Company_048@outlook.com;2011-01-18;04101;ME; Portland;578;Wilson St;4,0
97035-016;Genius Inc. 074;D;108;+001 970 541-2413;Genius_Inc._074@outlook.com;2016-01-08;97035;OR; Portland;596;13th St;5,0
97035-017;Digital World 073;B;108;+001 970 921-1270;Digital_World_073@gmail.com.br;2014-12-19;97035;OR; Portland;621;Jefferson St;6,0
97035-018;Beta Techno 094;D;108;+001 970 693-4337;Beta_Techno_094@gmail.com.br;2002-12-14;97035;OR; Portland;651;Meadow St;7,0
97035-019;Digital Solutions 038;D;108;+001 970 669-1733;Digital_Solutions_038@outlook.com;2008-04-04;97035;OR; Portland;716;Jackson St;1,0
97035-020;Computer Tech 076;B;108;+001 970 245-4602;Computer_Tech_076@outlook.com;2008-08-01;97035;OR; Portland;808;Ridge St;2,0
97035-021;Technologic Store 047;C;108;+001 970 183-7170;Technologic_Store_047@outlook.com;2017-08-02;97035;OR; Portland;809;Willow St;3,0
97035-022;Technologic Store 018;C;108;+001 970 244-2542;Technologic_Store_018@outlook.com;2017-11-08;97035;OR; Portland;819;North St;4,0
97035-023;Computer Store 016;D;108;+001 970 828-3761;Computer_Store_016@outlook.com;2009-04-29;97035;OR; Portland;884;Hickory St;5,0
04101-024;Digital S.A 002;D;107;+001 041 631-9452;Digital_S.A_002@gmail.com.br;2020-10-13;04101;ME; Portland;885;Elm St;5,0
97035-025;Technologic Company 039;A;108;+001 970 494-8498;Technologic_Company_039@outlook.com;2012-03-16;97035;OR; Portland;896;Elm St;6,0
97035-026;Alpha Company 054;C;108;+001 970 711-3984;Alpha_Company_054@outlook.com;2013-01-02;97035;OR; Portland;934;Lincoln St;7,0
97035-027;Computer Corporation 099;C;108;+001 970 680-8327;Computer_Corporation_099@outlook.com;2007-07-14;97035;OR; Portland;953;Jackson St;1,0
97035-028;Essential Inc. 050;D;108;+001 970 515-7257;Essential_Inc._050@outlook.com;2009-09-25;97035;OR; Portland;960;Center St;2,0
04101-029;Father And Sons World 039;B;107;+001 041 735-9910;Father_And_Sons_World_039@outlook.com;2012-03-03;04101;ME; Portland;996;Elm St;6,0
02215-001;Genius Tech 073;C;109;+001 022 909-2732;Genius_Tech_073@outlook.com;2001-02-26;02215;MA; Boston;122;River St;1,0
02215-002;Computer Corporation 036;A;109;+001 022 222-3131;Computer_Corporation_036@outlook.com;2006-07-18;02215;MA; Boston;162;7th St;2,0
02215-003;Genius Inc. 063;D;109;+001 022 496-4554;Genius_Inc._063@outlook.com;2005-01-25;02215;MA; Boston;255;West St;3,0
02215-004;Computer Company 045;D;109;+001 022 242-4430;Computer_Company_045@gmail.com.br;2004-09-25;02215;MA; Boston;262;Elm St;4,0
02215-005;Alpha Solutions 081;A;109;+001 022 849-8241;Alpha_Solutions_081@outlook.com;2003-08-10;02215;MA; Boston;280;Dogwood St;5,0
02215-006;Father And Sons World 066;C;109;+001 022 853-5581;Father_And_Sons_World_066@outlook.com;2004-03-26;02215;MA; Boston;299;1st St;6,0
02215-007;Technologic Corporation 091;D;109;+001 022 357-6347;Technologic_Corporation_091@outlook.com;2006-04-20;02215;MA; Boston;304;Lake St;7,0
02215-008;Father And Sons Corporation 095;B;109;+001 022 248-8972;Father_And_Sons_Corporation_095@outlook.com;2015-08-24;02215;MA; Boston;338;12th St;1,0
02215-009;Alpha Corporation 050;C;109;+001 022 793-8172;Alpha_Corporation_050@outlook.com;2003-09-12;02215;MA; Boston;354;12th St;2,0
02215-010;High Tech Electronics 031;C;109;+001 022 515-7426;High_Tech_Electronics_031@outlook.com;2000-12-25;02215;MA; Boston;368;8th St;3,0
02215-011;High Tech Company 029;B;109;+001 022 470-2478;High_Tech_Company_029@outlook.com;2007-07-12;02215;MA; Boston;373;Meadow St;4,0
02215-012;Genius Solutions 014;D;109;+001 022 914-1964;Genius_Solutions_014@gmail.com.br;2010-08-19;02215;MA; Boston;386;Center St;5,0
02215-013;Alpha S.A 082;D;109;+001 022 145-4418;Alpha_S.A_082@outlook.com;2016-02-22;02215;MA; Boston;387;6th St;6,0
02215-014;Technologic Tech 001;C;109;+001 022 238-4068;Technologic_Tech_001@gmail.com.br;2008-02-15;02215;MA; Boston;415;Lincoln St;7,0
02215-015;Technologic Corporation 053;B;109;+001 022 413-1598;Technologic_Corporation_053@outlook.com;2015-03-22;02215;MA; Boston;433;Jefferson St;1,0
02215-016;Computer Inc. 100;D;109;+001 022 775-7543;Computer_Inc._100@gmail.com.br;2009-01-25;02215;MA; Boston;471;11th St;2,0
02215-017;Genius World 076;B;109;+001 022 968-8714;Genius_World_076@outlook.com;2020-10-29;02215;MA; Boston;477;Lakeview St;3,0
02215-018;Beta Electronics 072;D;109;+001 022 423-8299;Beta_Electronics_072@gmail.com.br;2001-07-03;02215;MA; Boston;596;12th St;4,0
02215-019;Computer World 079;D;109;+001 022 877-8543;Computer_World_079@outlook.com;2012-05-26;02215;MA; Boston;60;Church St;5,0
02215-020;Father And Sons Solutions 055;C;109;+001 022 298-5494;Father_And_Sons_Solutions_055@outlook.com;2001-04-02;02215;MA; Boston;608;Walnut St;6,0
02215-021;Alpha Company 021;D;109;+001 022 226-2195;Alpha_Company_021@gmail.com.br;2014-02-14;02215;MA; Boston;66;Johnson St;7,0
02215-022;Computer Corporation 056;C;109;+001 022 751-9416;Computer_Corporation_056@outlook.com;2017-11-25;02215;MA; Boston;668;Meadow St;1,0
02215-023;Alpha Solutions 049;C;109;+001 022 975-6806;Alpha_Solutions_049@outlook.com;2004-10-12;02215;MA; Boston;719;Park St;2,0
02215-024;Alpha Company 003;D;109;+001 022 509-3054;Alpha_Company_003@gmail.com.br;2013-11-03;02215;MA; Boston;746;Cherry St;3,0
02215-025;High Tech World 062;C;109;+001 022 324-8013;High_Tech_World_062@outlook.com;2006-03-19;02215;MA; Boston;748;Lincoln St;4,0
02215-026;Technologic Solutions 079;C;109;+001 022 215-7251;Technologic_Solutions_079@outlook.com;2004-10-23;02215;MA; Boston;748;Park St;5,0
02215-027;Beta Solutions 062;C;109;+001 022 113-1976;Beta_Solutions_062@outlook.com;2005-12-12;02215;MA; Boston;750;Jefferson St;6,0
02215-028;Alpha Corporation 018;D;109;+001 022 585-2020;Alpha_Corporation_018@outlook.com;2000-06-29;02215;MA; Boston;768;Walnut St;7,0
02215-029;Technologic Store 071;D;109;+001 022 140-1589;Technologic_Store_071@outlook.com;2020-01-09;02215;MA; Boston;77;Cherry St;1,0
02215-030;Essential Solutions 007;D;109;+001 022 611-8787;Essential_Solutions_007@outlook.com;2010-11-15;02215;MA; Boston;792;Chestnut St;2,0
02215-031;Essential Electronics 038;D;109;+001 022 772-5296;Essential_Electronics_038@outlook.com;2012-01-13;02215;MA; Boston;816;Lake St;3,0
02215-032;Essential Corporation 004;D;109;+001 022 419-4525;Essential_Corporation_004@gmail.com.br;2010-09-05;02215;MA; Boston;902;Willow St;4,0
02215-033;Alpha S.A 017;C;109;+001 022 526-9861;Alpha_S.A_017@gmail.com.br;2007-06-21;02215;MA; Boston;912;14th St;5,0
02215-034;High Tech S.A 093;D;109;+001 022 384-3296;High_Tech_S.A_093@gmail.com.br;2018-08-27;02215;MA; Boston;922;6th St;6,0
02215-035;Essential World 088;C;109;+001 022 138-8561;Essential_World_088@outlook.com;2020-07-29;02215;MA; Boston;942;Jefferson St;7,0
02215-036;Technologic Store 051;D;109;+001 022 351-7110;Technologic_Store_051@outlook.com;2005-01-21;02215;MA; Boston;973;13th St;1,0
02215-037;Alpha Electronics 029;C;109;+001 022 127-6467;Alpha_Electronics_029@outlook.com;2000-03-09;02215;MA; Boston;997;12th St;2,0
98101-001;Father And Sons S.A 081;B;110;+001 981 690-1864;Father_And_Sons_S.A_081@outlook.com;2013-12-15;98101;WA; Seattle;107;8th St;1,0
98101-002;Father And Sons Corporation 008;D;110;+001 981 585-4188;Father_And_Sons_Corporation_008@gmail.com.br;2020-08-01;98101;WA; Seattle;118;Highland St;2,0
98101-003;Beta Inc. 040;C;110;+001 981 827-9109;Beta_Inc._040@outlook.com;2013-07-25;98101;WA; Seattle;123;Lake St;3,0
98101-004;Father And Sons Techno 022;D;110;+001 981 361-8850;Father_And_Sons_Techno_022@outlook.com;2003-05-28;98101;WA; Seattle;140;13th St;4,0
98101-005;Essential Electronics 100;D;110;+001 981 979-9086;Essential_Electronics_100@gmail.com.br;2020-04-03;98101;WA; Seattle;141;West St;5,0
98101-006;Technologic Solutions 022;D;110;+001 981 270-7219;Technologic_Solutions_022@outlook.com;2013-07-01;98101;WA; Seattle;15;Maple St;6,0
98101-007;Digital Store 032;D;110;+001 981 544-8942;Digital_Store_032@gmail.com.br;2000-03-26;98101;WA; Seattle;150;Jackson St;7,0
98101-008;Father And Sons S.A 076;C;110;+001 981 802-5443;Father_And_Sons_S.A_076@outlook.com;2011-04-03;98101;WA; Seattle;153;Spruce St;1,0
98101-009;Beta World 010;D;110;+001 981 109-9843;Beta_World_010@outlook.com;2010-11-09;98101;WA; Seattle;160;Lakeview St;2,0
98101-010;Father And Sons Tech 058;D;110;+001 981 967-2230;Father_And_Sons_Tech_058@outlook.com;2013-12-01;98101;WA; Seattle;196;Spruce St;3,0
98101-011;Technologic World 081;D;110;+001 981 448-1363;Technologic_World_081@outlook.com;2006-05-20;98101;WA; Seattle;216;Forest St;4,0
98101-012;Essential Corporation 096;D;110;+001 981 183-4781;Essential_Corporation_096@gmail.com.br;2010-09-18;98101;WA; Seattle;218;Center St;5,0
98101-013;Father And Sons S.A 049;D;110;+001 981 393-5453;Father_And_Sons_S.A_049@outlook.com;2008-11-01;98101;WA; Seattle;223;Main St;6,0
98101-014;Computer Electronics 097;C;110;+001 981 478-4635;Computer_Electronics_097@outlook.com;2019-01-01;98101;WA; Seattle;255;Washington St;7,0
98101-015;Digital Company 023;D;110;+001 981 841-9950;Digital_Company_023@outlook.com;2002-05-06;98101;WA; Seattle;260;2nd St;1,0
98101-016;Alpha Store 071;D;110;+001 981 718-9058;Alpha_Store_071@outlook.com;2019-04-06;98101;WA; Seattle;275;Hickory St;2,0
98101-017;High Tech Electronics 038;C;110;+001 981 939-3274;High_Tech_Electronics_038@gmail.com.br;2018-04-17;98101;WA; Seattle;291;Lincoln St;3,0
98101-018;Computer Solutions 088;D;110;+001 981 455-3737;Computer_Solutions_088@outlook.com;2020-01-07;98101;WA; Seattle;3;Walnut St;4,0
98101-019;Digital S.A 018;C;110;+001 981 438-7095;Digital_S.A_018@outlook.com;2010-03-17;98101;WA; Seattle;300;Jackson St;5,0
98101-020;Father And Sons Store 064;B;110;+001 981 505-5864;Father_And_Sons_Store_064@outlook.com;2016-11-27;98101;WA; Seattle;300;South St;6,0
98101-021;Computer Techno 050;D;110;+001 981 388-9747;Computer_Techno_050@outlook.com;2008-01-09;98101;WA; Seattle;33;Lincoln St;7,0
98101-022;Computer Inc. 021;D;110;+001 981 486-1754;Computer_Inc._021@gmail.com.br;2012-10-10;98101;WA; Seattle;346;West St;1,0
98101-023;Alpha Solutions 082;D;110;+001 981 282-8510;Alpha_Solutions_082@outlook.com;2020-02-23;98101;WA; Seattle;368;5th St;2,0
98101-024;Alpha Inc. 047;C;110;+001 981 988-1740;Alpha_Inc._047@gmail.com.br;2004-07-23;98101;WA; Seattle;380;Ridge St;3,0
98101-025;Computer Tech 017;A;110;+001 981 780-5753;Computer_Tech_017@outlook.com;2011-01-12;98101;WA; Seattle;398;8th St;4,0
98101-026;Beta Corporation 014;B;110;+001 981 373-5592;Beta_Corporation_014@outlook.com;2005-08-08;98101;WA; Seattle;403;Elm St;5,0
98101-027;Alpha S.A 014;D;110;+001 981 580-1503;Alpha_S.A_014@gmail.com.br;2006-01-02;98101;WA; Seattle;403;Johnson St;6,0
98101-028;Genius S.A 032;D;110;+001 981 118-7347;Genius_S.A_032@outlook.com;2001-11-22;98101;WA; Seattle;425;2nd St;7,0
98101-029;Beta Electronics 092;D;110;+001 981 802-6355;Beta_Electronics_092@outlook.com;2001-10-30;98101;WA; Seattle;438;Elm St;1,0
98101-030;Technologic S.A 026;C;110;+001 981 978-4823;Technologic_S.A_026@outlook.com;2001-11-03;98101;WA; Seattle;440;8th St;2,0
98101-031;Father And Sons Store 038;C;110;+001 981 336-5944;Father_And_Sons_Store_038@gmail.com.br;2017-10-06;98101;WA; Seattle;447;10th St;3,0
98101-032;High Tech Electronics 053;D;110;+001 981 357-8605;High_Tech_Electronics_053@outlook.com;2018-02-18;98101;WA; Seattle;467;Lakeview St;4,0
98101-033;Alpha Electronics 074;C;110;+001 981 760-9876;Alpha_Electronics_074@outlook.com;2006-06-19;98101;WA; Seattle;492;Willow St;5,0
98101-034;Computer Company 026;D;110;+001 981 754-1687;Computer_Company_026@outlook.com;2020-01-02;98101;WA; Seattle;52;Meadow St;6,0
98101-035;Genius World 018;D;110;+001 981 100-2420;Genius_World_018@outlook.com;2011-12-03;98101;WA; Seattle;520;5th St;7,0
98101-036;Father And Sons Electronics 086;B;110;+001 981 368-3922;Father_And_Sons_Electronics_086@outlook.com;2015-07-07;98101;WA; Seattle;521;Pine St;1,0
98101-037;Essential Solutions 010;D;110;+001 981 947-8843;Essential_Solutions_010@gmail.com.br;2019-12-12;98101;WA; Seattle;526;Willow St;2,0
98101-038;High Tech Solutions 047;C;110;+001 981 895-9534;High_Tech_Solutions_047@outlook.com;2000-12-12;98101;WA; Seattle;532;South St;3,0
98101-039;Computer Store 077;C;110;+001 981 337-5824;Computer_Store_077@outlook.com;2008-08-16;98101;WA; Seattle;54;Pine St;4,0
98101-040;Alpha Corporation 064;C;110;+001 981 175-3235;Alpha_Corporation_064@outlook.com;2002-11-19;98101;WA; Seattle;541;Lincoln St;5,0
98101-041;Digital S.A 033;D;110;+001 981 785-2402;Digital_S.A_033@outlook.com;2015-01-30;98101;WA; Seattle;544;Chestnut St;6,0
98101-042;Genius World 004;B;110;+001 981 350-6490;Genius_World_004@outlook.com;2001-12-03;98101;WA; Seattle;544;Washington St;7,0
98101-043;Alpha World 022;C;110;+001 981 952-4794;Alpha_World_022@outlook.com;2017-03-10;98101;WA; Seattle;554;Church St;1,0
98101-044;Digital Company 097;D;110;+001 981 805-3240;Digital_Company_097@outlook.com;2012-04-14;98101;WA; Seattle;564;River St;2,0
98101-045;Genius Inc. 049;D;110;+001 981 419-1293;Genius_Inc._049@gmail.com.br;2008-10-07;98101;WA; Seattle;571;7th St;3,0
98101-046;Genius World 084;D;110;+001 981 365-1422;Genius_World_084@outlook.com;2017-09-05;98101;WA; Seattle;587;Wilson St;4,0
98101-047;Technologic Inc. 037;C;110;+001 981 354-2500;Technologic_Inc._037@outlook.com;2010-04-24;98101;WA; Seattle;598;14th St;5,0
98101-048;Beta Company 033;D;110;+001 981 789-3433;Beta_Company_033@gmail.com.br;2007-12-02;98101;WA; Seattle;604;Lake St;6,0
98101-049;Genius Solutions 051;D;110;+001 981 934-8468;Genius_Solutions_051@gmail.com.br;2014-07-19;98101;WA; Seattle;645;12th St;7,0
98101-050;Essential Tech 099;A;110;+001 981 726-7927;Essential_Tech_099@outlook.com;2016-01-26;98101;WA; Seattle;650;Lakeview St;1,0
98101-051;Essential Store 098;C;110;+001 981 344-5598;Essential_Store_098@outlook.com;2002-06-09;98101;WA; Seattle;657;Church St;2,0
98101-052;Computer Electronics 046;C;110;+001 981 930-7148;Computer_Electronics_046@gmail.com.br;2003-04-01;98101;WA; Seattle;665;River St;3,0
98101-053;Computer Company 079;D;110;+001 981 910-6937;Computer_Company_079@gmail.com.br;2008-05-24;98101;WA; Seattle;673;Highland St;4,0
98101-054;High Tech Corporation 081;D;110;+001 981 148-6055;High_Tech_Corporation_081@outlook.com;2001-11-11;98101;WA; Seattle;679;5th St;5,0
98101-055;Essential Tech 073;D;110;+001 981 570-8461;Essential_Tech_073@outlook.com;2003-12-24;98101;WA; Seattle;68;Walnut St;6,0
98101-056;Computer Solutions 004;D;110;+001 981 267-4847;Computer_Solutions_004@outlook.com;2019-03-12;98101;WA; Seattle;695;Spruce St;7,0
